id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Arrival Delay in Minutes_width_bin,Departure Delay in Minutes_width_bin,Arrival Delay in Minutes_depth_bin,Departure Delay in Minutes_depth_bin,flight_distance_minmax,flight_distance_zscore
2994,Female,Loyal Customer,49,Business travel,Eco,862,2,2,2,2,1,3,4,2,2,2,2,2,2,3,0,21.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(-0.001, 2.0]",0.16849148418491483,-0.3248323754218972
83889,Female,Loyal Customer,47,Personal Travel,Eco Plus,1670,4,4,5,2,3,2,4,2,2,5,2,2,2,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.33231954582319545,0.4864033874831879
94744,Female,Loyal Customer,53,Business travel,Eco,323,1,0,0,4,1,3,3,5,5,1,5,1,5,2,2,7.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.059205190592051905,-0.8659908855776408
129384,Female,Loyal Customer,33,Personal Travel,Eco,2454,1,5,0,3,3,0,3,3,5,4,5,3,5,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.4912814274128143,1.273543038618815
117849,Male,Loyal Customer,38,Business travel,Eco,2133,4,2,2,2,4,4,4,4,4,1,3,3,4,4,8,6.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.4261962692619627,0.9512575437023146
112505,Female,Loyal Customer,15,Personal Travel,Eco,967,3,5,3,4,2,3,2,2,4,5,5,5,4,2,19,3.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.1897810218978102,-0.21941188643051857
128830,Male,Loyal Customer,60,Business travel,Business,2586,2,1,1,1,2,2,2,1,2,2,3,2,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.5180454176804542,1.4060716533508337
110899,Male,Loyal Customer,41,Business travel,Business,404,1,2,2,2,4,4,4,1,1,1,1,1,1,2,9,2.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.07562854825628548,-0.7846665083557202
34250,Female,disloyal Customer,49,Business travel,Eco,1666,3,3,3,3,2,3,4,2,2,1,3,2,4,2,48,94.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.33150851581508517,0.4823873688549449
117601,Female,Loyal Customer,45,Business travel,Eco,872,2,5,5,5,5,3,4,2,2,2,2,1,2,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.1705190592051906,-0.3147923288512897
3389,Female,Loyal Customer,37,Business travel,Business,3213,1,4,4,4,1,4,3,1,1,1,1,3,1,2,0,25.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(-0.001, 2.0]",0.6451743714517437,2.035582573327923
32136,Female,disloyal Customer,25,Business travel,Eco,216,2,0,2,3,4,2,4,4,4,5,3,1,3,4,0,5.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.03751013787510138,-0.973419383883141
84502,Male,disloyal Customer,40,Business travel,Business,2556,4,4,4,3,5,4,5,5,3,4,5,3,5,5,1,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.5119626926196269,1.3759515136390115
2352,Male,Loyal Customer,36,Personal Travel,Business,925,4,3,5,4,4,3,3,2,2,5,2,3,2,2,6,13.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.18126520681265207,-0.26158008202707
3964,Male,Loyal Customer,34,Personal Travel,Eco,764,3,5,3,3,5,3,5,5,4,2,4,3,5,5,6,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.14862124898621248,-0.42322483181385057
55424,Male,disloyal Customer,13,Business travel,Eco,2521,1,1,1,3,1,4,4,4,2,3,4,4,3,4,38,42.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.5048661800486618,1.340811350641885
55747,Male,disloyal Customer,36,Business travel,Business,1737,1,1,1,3,1,1,1,1,4,5,4,4,5,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.34590429845904297,0.553671699506258
50710,Male,Loyal Customer,9,Personal Travel,Eco,89,2,4,2,1,5,2,5,5,4,3,4,5,4,5,0,9.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.011759935117599351,-1.100927975329856
47837,Male,disloyal Customer,38,Business travel,Eco,838,1,1,1,3,2,1,2,2,3,3,4,4,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.16362530413625304,-0.34892848719135516
37380,Female,disloyal Customer,26,Business travel,Eco,1028,3,2,2,3,3,2,3,3,1,4,3,2,4,3,108,100.0,neutral or dissatisfied,"(-0.001, 101.1]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.2021492295214923,-0.1581676023498129
19694,Female,disloyal Customer,36,Business travel,Eco,409,1,0,1,5,5,1,5,5,5,4,4,2,4,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.07664233576642336,-0.7796464850704165
110361,Female,Loyal Customer,43,Business travel,Business,2473,2,4,4,4,2,2,3,2,2,2,2,2,2,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.4951338199513382,1.2926191271029692
20729,Female,Loyal Customer,42,Personal Travel,Eco,765,1,4,1,2,5,4,4,5,5,1,5,5,5,3,21,19.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.14882400648824007,-0.4222208271567898
15810,Female,Loyal Customer,47,Personal Travel,Eco,246,1,4,1,2,5,5,5,3,3,1,3,3,3,3,29,15.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.04359286293592863,-0.9432992441713185
19672,Female,Loyal Customer,44,Personal Travel,Business,475,3,2,3,3,1,4,4,1,1,3,1,2,1,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.09002433090024331,-0.713382177704407
106162,Male,Loyal Customer,60,Personal Travel,Eco,302,2,4,2,4,3,2,3,3,5,1,1,5,2,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.05494728304947283,-0.8870749833759165
91637,Female,Loyal Customer,36,Personal Travel,Eco,1199,1,4,1,1,4,1,4,4,1,1,4,1,4,4,0,4.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.23682076236820762,0.013517194007575173
46689,Female,Loyal Customer,36,Personal Travel,Eco,125,2,3,2,2,1,2,1,1,1,5,2,1,2,1,71,78.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.019059205190592052,-1.064783807675669
71729,Female,disloyal Customer,37,Business travel,Eco Plus,607,2,3,3,4,3,3,1,3,3,4,5,3,5,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.11678832116788321,-0.5808535629723881
82489,Male,Loyal Customer,47,Business travel,Business,488,2,4,4,4,2,3,3,2,2,2,2,2,2,2,17,4.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.09266017842660178,-0.7003301171626173
14540,Male,Loyal Customer,55,Business travel,Business,3761,1,4,4,4,2,4,3,1,1,1,1,3,1,2,0,5.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.7562854825628548,2.5857771253972137
13304,Female,Loyal Customer,25,Personal Travel,Eco Plus,468,1,2,1,3,1,1,1,1,4,2,3,3,4,1,21,30.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.08860502838605028,-0.7204102103038322
10344,Female,disloyal Customer,39,Business travel,Business,247,2,2,2,1,2,2,2,2,3,5,4,4,5,2,94,95.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.043795620437956206,-0.9422952395142578
54025,Female,Loyal Customer,45,Personal Travel,Eco,1091,4,1,4,3,5,3,4,4,4,4,4,2,4,2,2,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.21492295214922952,-0.0949153089549857
33547,Male,disloyal Customer,61,Business travel,Eco,399,3,3,3,5,4,3,1,4,4,2,3,1,3,4,1,4.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.0746147607461476,-0.7896865316410239
70110,Male,Loyal Customer,25,Business travel,Eco,460,3,4,4,4,3,3,2,3,3,5,3,4,3,3,7,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.08698296836982969,-0.7284422475603183
104675,Female,Loyal Customer,15,Personal Travel,Eco,641,3,5,3,3,2,3,2,2,5,3,5,4,5,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.12368207623682076,-0.5467174046323227
98382,Female,Loyal Customer,37,Personal Travel,Business,1131,2,2,2,3,4,4,3,3,3,2,3,2,3,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.22303325223033252,-0.05475512267255575
26031,Male,Loyal Customer,61,Personal Travel,Eco,321,2,3,4,5,4,4,4,4,5,4,1,5,2,4,3,2.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.05879967558799676,-0.8679988948917623
9855,Female,disloyal Customer,39,Business travel,Eco,242,3,0,3,2,3,3,3,3,2,3,1,4,3,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.04278183292781833,-0.9473152627995615
102435,Male,Loyal Customer,43,Personal Travel,Eco,258,3,5,0,4,3,0,3,3,2,4,3,4,3,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.04602595296025953,-0.9312511882865895
117166,Male,Loyal Customer,37,Personal Travel,Eco,647,3,3,3,3,2,3,5,2,5,1,3,3,1,2,67,53.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.12489862124898621,-0.5406933766899582
36050,Female,disloyal Customer,20,Business travel,Eco,399,2,3,2,2,4,2,4,4,4,1,3,4,2,4,17,20.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.0746147607461476,-0.7896865316410239
38674,Female,Loyal Customer,26,Personal Travel,Eco,2611,3,4,3,4,5,3,5,5,1,1,4,2,3,5,10,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.5231143552311436,1.4311717697773525
23562,Female,Loyal Customer,25,Personal Travel,Eco,637,1,1,1,4,3,1,3,3,1,5,4,4,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.12287104622871046,-0.5507334232605657
31835,Female,Loyal Customer,46,Personal Travel,Eco,2762,2,4,2,4,2,4,4,2,1,4,4,4,3,4,6,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.5537307380373074,1.5827764729935256
49428,Male,disloyal Customer,32,Business travel,Eco,209,2,5,2,4,4,2,4,4,5,5,1,1,1,4,0,11.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.036090835360908353,-0.9804474164825662
86062,Male,disloyal Customer,58,Business travel,Eco Plus,447,1,0,0,4,5,1,5,5,1,4,3,1,3,5,1,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.08434712084347121,-0.7414943081021079
66596,Female,disloyal Customer,19,Business travel,Eco,761,1,1,1,4,5,1,5,5,3,1,3,3,4,5,0,7.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.14801297648012976,-0.42623684578503285
45727,Male,Loyal Customer,63,Personal Travel,Eco,852,1,4,1,4,1,1,1,1,5,5,4,3,4,1,48,77.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.1664639091646391,-0.33487242199250467
76115,Male,Loyal Customer,53,Personal Travel,Business,689,2,4,2,3,5,3,3,5,5,2,3,3,5,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.13341443633414438,-0.49852518109340677
122468,Male,Loyal Customer,52,Business travel,Business,2205,4,4,4,4,1,2,3,4,4,4,4,3,4,1,14,8.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.4407948094079481,1.0235458790106886
55726,Male,Loyal Customer,52,Business travel,Business,3509,3,3,3,3,5,4,3,3,3,3,3,2,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.7051905920519059,2.332767951817905
82939,Female,Loyal Customer,44,Personal Travel,Eco Plus,594,3,1,3,2,5,1,1,2,2,3,2,1,2,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.11415247364152474,-0.5939056235141779
60232,Male,Loyal Customer,16,Business travel,Eco,1546,3,3,3,3,3,3,2,3,2,1,3,3,4,3,17,7.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.30717761557177614,0.361906810007655
9789,Male,Loyal Customer,49,Personal Travel,Eco,383,4,4,4,1,2,4,2,2,3,2,4,4,5,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.07137064071370641,-0.8057506061539959
88888,Female,Loyal Customer,47,Business travel,Eco,859,3,5,4,5,1,2,3,3,3,3,3,2,3,3,2,7.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.1678832116788321,-0.3278443893930794
66307,Female,Loyal Customer,48,Business travel,Eco,852,1,4,4,4,2,3,3,1,1,1,1,2,1,2,5,12.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.1664639091646391,-0.33487242199250467
73552,Male,Loyal Customer,71,Business travel,Eco Plus,594,2,5,5,5,2,2,2,2,3,5,4,2,4,2,41,35.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.11415247364152474,-0.5939056235141779
90357,Female,disloyal Customer,61,Business travel,Business,271,3,3,3,4,2,3,2,2,4,5,4,1,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.04866180048661801,-0.9181991277447997
5576,Female,Loyal Customer,15,Personal Travel,Eco,588,1,4,1,1,4,1,4,4,3,3,5,4,4,4,0,42.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(-0.001, 2.0]",0.11293592862935929,-0.5999296514565424
27458,Female,disloyal Customer,28,Business travel,Eco,954,2,2,2,3,1,2,1,1,5,2,5,3,3,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.18714517437145176,-0.2324639469723083
86812,Female,Loyal Customer,77,Business travel,Business,2651,3,5,5,5,2,3,3,3,3,3,3,3,3,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.5312246553122466,1.4713319560597824
43718,Male,Loyal Customer,49,Personal Travel,Eco,489,2,3,2,3,1,2,4,1,4,3,4,4,3,1,0,3.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.09286293592862936,-0.6993261125055565
2448,Female,Loyal Customer,23,Personal Travel,Eco Plus,604,3,4,3,4,3,3,3,3,4,4,5,4,4,3,20,23.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.11618004866180048,-0.5838655769435704
13790,Male,Loyal Customer,54,Personal Travel,Eco,837,2,5,2,3,3,2,2,3,3,3,5,5,5,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.16342254663422548,-0.3499324918484159
96590,Male,Loyal Customer,72,Business travel,Business,2241,4,4,4,4,3,2,2,4,4,4,4,1,4,4,61,60.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.4480940794809408,1.0596900466648755
41048,Female,Loyal Customer,50,Personal Travel,Eco,1087,3,3,3,4,5,5,4,3,3,3,3,3,3,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.2141119221411192,-0.0989313275832287
6276,Male,Loyal Customer,23,Business travel,Business,585,1,2,1,2,1,1,1,1,1,3,3,3,4,1,37,47.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.11232765612327657,-0.6029416654277246
7667,Female,disloyal Customer,32,Business travel,Eco,767,3,3,3,3,4,3,4,4,3,4,3,2,4,4,124,108.0,neutral or dissatisfied,"(101.1, 202.2]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.1492295214922952,-0.42021281784266834
30961,Female,Loyal Customer,31,Personal Travel,Eco,1024,2,4,2,3,5,2,5,5,4,3,1,4,5,5,0,2.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.201338199513382,-0.1621836209780559
100071,Female,Loyal Customer,70,Personal Travel,Eco,281,3,3,3,1,2,3,2,2,2,3,2,4,2,3,75,86.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.05068937550689376,-0.9081590811741923
26270,Female,Loyal Customer,62,Business travel,Eco,859,3,2,2,2,2,3,4,3,3,3,3,2,3,1,28,2.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(19.0, 1017.0]",0.1678832116788321,-0.3278443893930794
56583,Male,Loyal Customer,51,Business travel,Eco,1068,3,5,5,5,3,3,3,3,2,1,4,4,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.2102595296025953,-0.11800741606738292
3178,Male,Loyal Customer,25,Business travel,Business,693,2,2,2,2,2,2,2,2,1,4,3,3,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.13422546634225466,-0.49450916246516374
29594,Female,Loyal Customer,8,Business travel,Business,3039,1,4,4,4,1,1,1,1,1,1,3,4,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.6098945660989457,1.8608857629993532
96097,Female,Loyal Customer,15,Personal Travel,Eco,775,2,5,2,2,2,2,2,2,4,5,5,3,4,2,3,2.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.15085158150851583,-0.41218078058618235
5922,Female,Loyal Customer,33,Personal Travel,Eco,173,2,5,2,3,2,2,2,2,5,5,4,4,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.02879156528791565,-1.0165915841367532
114,Female,Loyal Customer,51,Business travel,Business,562,2,3,3,3,1,4,4,2,2,3,2,4,2,3,0,15.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.10766423357664233,-0.6260337725401218
120284,Female,disloyal Customer,44,Business travel,Eco,1176,3,3,3,4,1,3,1,1,4,5,4,1,3,1,10,27.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.2321573398215734,-0.00957491310482205
85771,Female,Loyal Customer,11,Business travel,Business,666,2,2,3,3,2,2,2,2,4,4,4,2,3,2,1,9.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.12875101378751014,-0.521617288205804
50652,Female,Loyal Customer,40,Personal Travel,Eco,156,4,3,4,4,2,4,2,2,4,1,3,3,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.02534468775344688,-1.0336596633067858
102753,Female,Loyal Customer,57,Personal Travel,Eco Plus,365,1,5,1,2,1,5,5,3,4,5,4,5,3,5,199,192.0,neutral or dissatisfied,"(101.1, 202.2]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.06772100567721005,-0.8238226899810893
111568,Male,Loyal Customer,43,Business travel,Eco,883,1,1,1,1,1,1,1,1,4,1,4,2,3,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.17274939172749393,-0.30374827762362144
21124,Female,Loyal Customer,61,Personal Travel,Eco,106,3,4,3,4,2,1,1,5,5,3,5,1,5,1,50,51.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.015206812652068127,-1.0838598961598234
36144,Female,Loyal Customer,22,Business travel,Eco Plus,1562,3,3,3,3,3,3,4,3,2,5,4,2,3,3,0,20.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(-0.001, 2.0]",0.3104217356042174,0.377970884520627
84774,Male,disloyal Customer,32,Business travel,Business,534,3,3,3,4,1,3,1,1,3,3,4,4,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.10198702351987024,-0.6541459029378228
17241,Male,Loyal Customer,54,Business travel,Business,2888,4,3,3,3,2,3,4,4,4,4,4,3,4,4,40,27.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.5792781832927818,1.70928105978318
51053,Female,Loyal Customer,47,Personal Travel,Eco,109,1,4,1,2,5,4,5,3,3,1,5,3,3,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.015815085158150853,-1.0808478821886411
79975,Male,disloyal Customer,36,Business travel,Eco,676,2,1,1,3,1,1,1,1,3,3,3,1,3,1,199,192.0,neutral or dissatisfied,"(101.1, 202.2]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.1307785888077859,-0.5115772416351965
27421,Male,Loyal Customer,52,Business travel,Eco,978,3,2,2,2,3,3,3,3,2,5,3,3,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.19201135442011355,-0.20836783520285032
38093,Female,disloyal Customer,20,Business travel,Eco,1197,1,2,2,4,2,5,5,1,2,3,4,5,1,5,233,274.0,neutral or dissatisfied,"(202.2, 303.3]","(203.4, 305.1]","(19.0, 1011.0]","(19.0, 1017.0]",0.23641524736415248,0.011509184693453675
7781,Female,Loyal Customer,60,Personal Travel,Eco,1080,2,5,2,5,4,4,4,4,4,2,4,5,4,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.2126926196269262,-0.10595936018265394
126721,Male,Loyal Customer,52,Business travel,Business,2521,3,3,3,3,2,2,3,3,3,3,3,1,3,1,77,62.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.5048661800486618,1.340811350641885
72726,Female,Loyal Customer,61,Business travel,Eco Plus,719,1,4,4,4,5,4,3,1,1,1,1,4,1,4,9,6.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.13949716139497162,-0.4684050413815843
72264,Male,disloyal Customer,30,Business travel,Eco,919,4,5,5,4,4,5,4,4,2,1,4,4,3,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.18004866180048662,-0.2676041099694345
40493,Male,Loyal Customer,31,Personal Travel,Eco,188,3,4,0,1,3,0,3,3,4,2,5,4,5,3,0,4.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.031832927818329276,-1.0015315142808419
